rail,rail_work_order,localisation,mvt,designation,reference,id,work_order,point,path,position_type,speed,cnt,x_j1,y_j2,z_j3,w_j4,p_j5,r_j6,e1,wrist,forearm,arm,conf_j1,conf_j4,conf_j6,UF,UT
4,3,,work,fastener,ASNA2392-3-04,149,3,12,LINEAR,CRT,100,0,156.70,1058.900,6.80,-90.00,-61.00,-180.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,146,4,13,LINEAR,CRT,100,0,140.40,1058.900,27.30,-90.00,-61.00,-180.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,148,5,14,LINEAR,CRT,100,0,134.70,1058.900,6.80,-90.00,-61.00,-180.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,145,6,15,LINEAR,CRT,100,0,118.40,1058.900,27.30,-90.00,-61.00,-180.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,144,7,16,LINEAR,CRT,100,0,112.70,1058.900,6.80,-90.00,-61.00,-180.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,143,8,17,LINEAR,CRT,100,0,96.40,1059.246,27.30,90.00,-86.34,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,EN6115V3-4,253,9,18,LINEAR,CRT,100,0,86.70,1059.246,6.80,90.00,-87.74,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,EN6115V3-4,254,10,19,LINEAR,CRT,100,0,57.90,1059.246,6.80,90.00,-81.18,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,142,11,20,LINEAR,CRT,100,0,48.20,1059.246,27.30,90.00,-74.81,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,138,12,21,LINEAR,CRT,100,0,31.90,1058.900,6.80,90.00,-70.97,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,137,13,22,LINEAR,CRT,100,0,22.20,1058.900,27.30,90.00,-70.97,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,139,14,23,LINEAR,CRT,100,0,9.90,1058.900,6.80,90.00,-70.97,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,136,15,24,LINEAR,CRT,100,0,0.20,1058.900,27.30,90.00,-70.97,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,140,16,25,LINEAR,CRT,100,0,-12.10,1058.900,6.80,90.00,-70.97,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,135,17,26,LINEAR,CRT,100,0,-21.80,1058.900,27.30,90.00,-64.75,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,work,fastener,ASNA2392-3-04,141,18,27,LINEAR,CRT,100,0,-34.10,1058.900,6.80,90.00,-68.69,0.00,1757.440,F,U,T,0,0,0,3,2
4,3,,clearance,rail,E53233025200,4,3,8,LINEAR,JOINT,3000,0,-63.34,56.565,-17.47,95.06,61.10,-31.83,1757.440,,,,,,,3,2
4,3,,clearance,rail,E53233025200,4,3,7,LINEAR,JOINT,3000,25,-67.31,49.808,-15.23,97.10,65.12,-33.88,1757.440,,,,,,,3,2
4,3,,clearance,rail,E53233025200,4,3,6,JOINT,JOINT,75,25,-49.24,42.521,-11.14,55.08,58.72,-15.41,1757.440,,,,,,,3,2
4,3,,clearance,rail,E53233025200,4,3,5,JOINT,JOINT,75,25,-40.81,35.495,-26.15,38.71,94.42,15.11,1757.440,,,,,,,3,2
4,3,,clearance,rail,E53233025200,4,3,4,JOINT,JOINT,75,25,-34.61,36.313,-30.94,13.06,101.42,-68.42,1757.440,,,,,,,3,2
4,3,,clearance,rail,E53233025200,4,3,3,JOINT,JOINT,75,25,-44.66,56.984,-17.01,15.91,90.23,-80.84,1757.440,,,,,,,3,2
4,3,,clearance,rail,E53233025200,4,3,2,LINEAR,JOINT,3000,25,-44.66,56.984,-17.01,15.91,90.23,182.22,1757.440,,,,,,,3,2
4,3,,clearance,rail,E53233025200,4,3,1,LINEAR,JOINT,3000,0,0.00,18.400,-39.00,0.00,106.04,-135.00,1757.440,,,,,,,3,2
5,2,,station,rail,E53233045200,5,2,1,JOINT,JOINT,75,0,0.00,18.400,-39.00,0.00,106.04,-135.00,1245.938,,,,,,,3,2
5,2,,approach,rail,E53233045200,5,2,2,LINEAR,JOINT,3000,25,-44.66,56.984,-17.01,15.91,90.23,182.22,1245.938,,,,,,,3,2
5,2,,approach,rail,E53233045200,5,2,3,JOINT,JOINT,75,25,-44.66,56.984,-17.01,15.91,90.23,-80.84,1245.938,,,,,,,3,2
5,2,,approach,rail,E53233045200,5,2,4,JOINT,JOINT,75,25,-34.61,36.313,-30.94,13.06,101.42,-68.42,1245.938,,,,,,,3,2
5,2,,approach,rail,E53233045200,5,2,5,JOINT,JOINT,75,25,-40.81,35.495,-26.15,38.71,94.42,15.11,1245.938,,,,,,,3,2
5,2,,approach,rail,E53233045200,5,2,6,JOINT,JOINT,75,25,-49.24,42.521,-11.14,55.08,58.72,-15.41,1245.938,,,,,,,3,2
5,2,,approach,rail,E53233045200,5,2,7,JOINT,JOINT,75,25,-67.31,49.808,-15.23,97.10,65.12,-33.88,1245.938,,,,,,,3,2
5,2,,approach,rail,E53233045200,5,2,8,LINEAR,JOINT,3000,0,-63.34,56.565,-17.47,95.06,61.10,-31.83,1245.938,,,,,,,3,2
5,2,,work,fastener,ASNA2392-3-04,85,1,9,LINEAR,CRT,100,0,226.30,548.347,8.00,-90.00,-63.04,-180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,84,2,10,LINEAR,CRT,100,0,214.30,548.347,26.50,-90.00,-60.00,-180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,86,3,11,LINEAR,CRT,100,0,202.30,548.347,8.00,-90.00,-63.00,-180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,83,4,12,LINEAR,CRT,100,0,190.30,548.347,26.50,-90.00,-70.00,-180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,82,5,13,LINEAR,CRT,100,0,178.30,548.347,8.00,-90.00,-70.00,-180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,81,6,14,LINEAR,CRT,100,0,166.30,548.347,26.50,-90.00,-75.00,-180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,80,7,15,LINEAR,CRT,100,0,154.30,548.347,8.00,-90.00,-77.00,-180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,79,8,16,LINEAR,CRT,100,0,142.30,548.347,26.50,-90.00,-80.00,180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,78,9,17,LINEAR,CRT,100,0,128.30,548.347,9.50,-90.00,-82.00,180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,77,10,18,LINEAR,CRT,100,0,114.30,548.347,26.50,-90.00,-84.00,180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,76,11,19,LINEAR,CRT,100,0,100.30,548.347,9.50,-90.00,-85.02,180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,75,12,20,LINEAR,CRT,100,0,86.30,548.347,26.50,-90.00,-86.00,180.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,EN6115V3-4,70,13,21,LINEAR,CRT,100,0,72.20,548.347,9.50,90.00,-85.00,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,EN6115V3-4,69,14,22,LINEAR,CRT,100,0,44.10,548.347,9.50,90.00,-81.18,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,74,15,23,LINEAR,CRT,100,0,30.10,548.347,26.50,90.00,-74.81,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,73,16,24,LINEAR,CRT,100,0,16.10,548.347,9.50,90.00,-70.97,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,72,17,25,LINEAR,CRT,100,0,2.10,548.347,26.50,90.00,-69.21,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,71,18,26,LINEAR,CRT,100,0,-11.90,548.347,9.50,90.00,-71.38,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,70,19,27,LINEAR,CRT,100,0,-25.90,548.347,26.50,90.00,-65.58,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,69,20,28,LINEAR,CRT,100,0,-39.90,548.347,9.50,90.00,-74.39,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,68,21,29,LINEAR,CRT,100,0,-53.90,548.347,26.50,90.00,-64.75,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,67,22,30,LINEAR,CRT,100,0,-65.90,548.347,8.00,90.00,-68.69,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,66,23,31,LINEAR,CRT,100,0,-77.90,548.347,26.50,90.00,-61.33,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,65,24,32,LINEAR,CRT,100,0,-89.90,548.347,8.00,90.00,-62.68,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,64,25,33,LINEAR,CRT,100,0,-101.90,548.347,26.50,90.00,-54.69,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,work,fastener,ASNA2392-3-04,63,26,34,LINEAR,CRT,100,0,-113.90,548.347,8.00,90.00,-60.08,0.00,1245.938,F,U,T,0,0,0,3,2
5,2,,clearance,rail,E53233045200,5,2,8,LINEAR,JOINT,3000,0,-63.34,56.565,-17.47,95.06,61.10,-31.83,1245.938,,,,,,,3,2
5,2,,clearance,rail,E53233045200,5,2,7,LINEAR,JOINT,3000,25,-67.31,49.808,-15.23,97.10,65.12,-33.88,1245.938,,,,,,,3,2
5,2,,clearance,rail,E53233045200,5,2,6,JOINT,JOINT,75,25,-49.24,42.521,-11.14,55.08,58.72,-15.41,1245.938,,,,,,,3,2
5,2,,clearance,rail,E53233045200,5,2,5,JOINT,JOINT,75,25,-40.81,35.495,-26.15,38.71,94.42,15.11,1245.938,,,,,,,3,2
5,2,,clearance,rail,E53233045200,5,2,4,JOINT,JOINT,75,25,-34.61,36.313,-30.94,13.06,101.42,-68.42,1245.938,,,,,,,3,2
5,2,,clearance,rail,E53233045200,5,2,3,JOINT,JOINT,75,25,-44.66,56.984,-17.01,15.91,90.23,-80.84,1245.938,,,,,,,3,2
5,2,,clearance,rail,E53233045200,5,2,2,LINEAR,JOINT,3000,25,-44.66,56.984,-17.01,15.91,90.23,182.22,1245.938,,,,,,,3,2
5,2,,clearance,rail,E53233045200,5,2,1,LINEAR,JOINT,3000,0,0.00,18.400,-39.00,0.00,106.04,-135.00,1245.938,,,,,,,3,2
6,1,,station,rail,E53233043200,6,1,1,JOINT,JOINT,75,0,0.00,18.400,-39.00,0.00,106.04,-135.00,718.940,,,,,,,3,2
6,1,,approach,rail,E53233043200,6,1,2,LINEAR,JOINT,3000,25,-44.66,56.984,-17.01,15.91,90.23,182.22,718.940,,,,,,,3,2
6,1,,approach,rail,E53233043200,6,1,3,JOINT,JOINT,75,25,-44.66,56.984,-17.01,15.91,90.23,-80.84,718.940,,,,,,,3,2
6,1,,approach,rail,E53233043200,6,1,4,JOINT,JOINT,75,25,-34.61,36.313,-30.94,13.06,101.42,-68.42,718.940,,,,,,,3,2
6,1,,approach,rail,E53233043200,6,1,5,JOINT,JOINT,75,25,-40.81,35.495,-26.15,38.71,94.42,15.11,718.940,,,,,,,3,2
6,1,,approach,rail,E53233043200,6,1,6,JOINT,JOINT,75,25,-49.24,42.521,-11.14,55.08,58.72,-15.41,718.940,,,,,,,3,2
6,1,,approach,rail,E53233043200,6,1,7,JOINT,JOINT,75,25,-67.31,49.808,-15.23,97.10,65.12,-33.88,718.940,,,,,,,3,2
6,1,,approach,rail,E53233043200,6,1,8,LINEAR,JOINT,3000,0,-63.34,56.565,-17.47,95.06,61.10,-31.83,718.940,,,,,,,3,2
6,1,,work,fastener,ASNA2392-3-04,39,1,9,LINEAR,CRT,100,0,226.30,21.347,8.00,-90.00,-63.04,-180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,40,2,10,LINEAR,CRT,100,0,214.30,21.347,26.50,-90.00,-60.00,-180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,42,3,11,LINEAR,CRT,100,0,202.30,21.347,8.00,-90.00,-63.00,-180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,41,4,12,LINEAR,CRT,100,0,190.30,21.347,26.50,-90.00,-70.00,-180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,43,5,13,LINEAR,CRT,100,0,178.30,21.347,8.00,-90.00,-70.00,-180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,44,6,14,LINEAR,CRT,100,0,166.30,21.347,26.50,-90.00,-75.00,-180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,45,7,15,LINEAR,CRT,100,0,154.30,21.347,8.00,-90.00,-77.00,-180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,46,8,16,LINEAR,CRT,100,0,142.30,21.347,26.50,-90.00,-80.00,180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,47,9,17,LINEAR,CRT,100,0,128.30,21.347,9.50,-90.00,-82.00,180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,48,10,18,LINEAR,CRT,100,0,114.30,21.347,26.50,-90.00,-84.00,180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,49,11,19,LINEAR,CRT,100,0,100.30,21.347,9.50,-90.00,-85.02,180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,50,12,20,LINEAR,CRT,100,0,86.30,21.347,26.50,-90.00,-86.00,180.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,EN6115V3-4,44,13,21,LINEAR,CRT,100,0,72.20,21.347,9.50,90.00,-85.00,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,EN6115V3-4,43,14,22,LINEAR,CRT,100,0,44.10,21.347,9.50,90.00,-81.18,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,52,15,23,LINEAR,CRT,100,0,30.10,21.347,26.50,90.00,-74.81,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,51,16,24,LINEAR,CRT,100,0,16.10,21.347,9.50,90.00,-70.97,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,54,17,25,LINEAR,CRT,100,0,2.10,21.347,26.50,90.00,-69.21,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,53,18,26,LINEAR,CRT,100,0,-11.90,21.347,9.50,90.00,-71.38,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,56,19,27,LINEAR,CRT,100,0,-25.90,21.347,26.50,90.00,-65.58,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,55,20,28,LINEAR,CRT,100,0,-39.90,21.347,9.50,90.00,-74.39,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,58,21,29,LINEAR,CRT,100,0,-53.90,21.347,26.50,90.00,-64.75,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,57,22,30,LINEAR,CRT,100,0,-65.90,21.347,8.00,90.00,-68.69,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,60,23,31,LINEAR,CRT,100,0,-77.90,21.347,26.50,90.00,-61.33,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,59,24,32,LINEAR,CRT,100,0,-89.90,21.347,8.00,90.00,-62.68,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,62,25,33,LINEAR,CRT,100,0,-101.90,21.347,26.50,90.00,-54.69,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,work,fastener,ASNA2392-3-04,61,26,34,LINEAR,CRT,100,0,-113.90,21.347,8.00,90.00,-60.08,0.00,718.938,F,U,T,0,0,0,3,2
6,1,,clearance,rail,E53233043200,6,1,8,LINEAR,JOINT,3000,0,-63.34,56.565,-17.47,95.06,61.10,-31.83,718.940,,,,,,,3,2
6,1,,clearance,rail,E53233043200,6,1,7,LINEAR,JOINT,3000,25,-67.31,49.808,-15.23,97.10,65.12,-33.88,718.940,,,,,,,3,2
6,1,,clearance,rail,E53233043200,6,1,6,JOINT,JOINT,75,25,-49.24,42.521,-11.14,55.08,58.72,-15.41,718.940,,,,,,,3,2
6,1,,clearance,rail,E53233043200,6,1,5,JOINT,JOINT,75,25,-40.81,35.495,-26.15,38.71,94.42,15.11,718.940,,,,,,,3,2
6,1,,clearance,rail,E53233043200,6,1,4,JOINT,JOINT,75,25,-34.61,36.313,-30.94,13.06,101.42,-68.42,718.940,,,,,,,3,2
6,1,,clearance,rail,E53233043200,6,1,3,JOINT,JOINT,75,25,-44.66,56.984,-17.01,15.91,90.23,-80.84,718.940,,,,,,,3,2
6,1,,clearance,rail,E53233043200,6,1,2,LINEAR,JOINT,3000,25,-44.66,56.984,-17.01,15.91,90.23,182.22,718.940,,,,,,,3,2
6,1,,clearance,rail,E53233043200,6,1,1,LINEAR,JOINT,3000,0,0.00,18.400,-39.00,0.00,106.04,-135.00,718.940,,,,,,,3,2